Court Hearing,Phiên xét xử,2
Go to the Cang County Hospital again and give her a cranial CT scan.”,Đưa bà ta quay lại Bệnh viện Huyện Thương một lần nữa và chụp CT não cho bà ấy“.,14
The practitioners were held at the Jinzhou City Women’s Detention Center after their arrests.,Các học viên bị giam giữ tại Trại giam Nữ Thành phố Cẩm Châu sau khi bị bắt.,14
"The Internet police discovered his true identity and arrested him around July 10, 2023.",Cảnh sát đã phát hiện ra danh tính thực sự của ông và bắt giữ ông vào khoảng ngày 10 tháng 7 năm 2023.,14
I used an anti-blockade software to access YouTube and saw information about Falun Gong.,Tôi đã sử dụng một phần mềm vượt phong tỏa để truy cập YouTube và xem thông tin về Pháp Luân Công.,14
Twice Jailed Sichuan Woman Faces Third Prison Term for Her Faith in Falun Gong,Tứ Xuyên: Một người phụ nữ từng 2 lần bị cầm tù nay lại đối mặt với án tù thứ 3 vì đức tin vào Pháp Luân Công,14
Wei said that Falun Gong practitioners were law-abiding citizens and persecuting them was immoral.,Ông Vĩ nói các học viên Pháp Luân Công là những công dân tuân thủ luật pháp và việc bức hại họ là vô đạo đức.,14
"Linghai City is under the jurisdiction of Jinzhou City, about 60 miles from Chaoyang.","Thành phố Lăng Hải thuộc thẩm quyền của thành phố Cẩm Châu, cách Triều Dương khoảng 60 dặm.",14
Ms. Xu and Ms. Fu were initially taken to the Jixi City Detention Center.,Cuối cùng bà Từ và bà Phú bị đưa đến trại tạm giam thành phố Kê Tây.,14
"He was arrested on July 3, 2023 and has remained in detention since then.",Ông đã bị bắt giữ vào ngày 3 tháng 7 năm 2023 và hiện vẫn bị giam giữ trongTrại tạm giamkể từ đó.,14
She was previously twice jailed for a total of six and a half years.,"Bà từng bị bỏ tù 2 lần với tổng thời gian 6,5 năm.",14
He has been doing odd jobs in Changchun (the provincial capital) in recent years.,Trong những năm gần đây ông thường làm các công việc vặt ở Trường Xuân (thủ phủ của tỉnh) để kiếm sống.,14
"The next day, he was transferred to the Haidian District Detention Center in Beijing.","Ngày hôm sau, ông bị chuyển đến trại tạm giam quận Hải Điến ở Bắc Kinh.",14
The guards also forced me to do hard labor when they were not torturing me.”,Khi nào không tra tấn thì họ lại ép tôi lao động khổ sai”.,15
Ms. Pan struggled with severe back pain during the night spent in the police station.,Bà Phan phải vật lộn với cơn đau lưng dữ dội trong đêm bị nhốt ở đồn công an.,15
Zhang also seized the more than 200 yuan in cash Mr. Qi carried with him.,Trương cũng tịch thu hơn 200 nhân dân tệ tiền mặt mà ông Kỳ mang theo.,15
"The Weifang City Intermediate Court ruled on June 25, 2023 to uphold the original verdicts.",Tòa án Trung cấp Thành phố Duy Phường đã ra phán quyết vào ngày 25 tháng 6 năm 2023 vẫn giữ nguyên bản án ban đầu.,15
"Following his arrest, the police and community workers promised to help take care of her.","Sau khi ông bị bắt, cảnh sát và nhân viên cộng đồng hứa sẽ giúp chăm sóc cho bà.",15
"Jinggangshan Police Station agents broke into his home on August 3, 2023 and arrested him.","Ngày 3 tháng 8 năm 2023, các đặc vụ của Đồn Cảnh sát Tĩnh Cương Sơn đã đột nhập vào nhà anh và bắt giữ anh.",15
The details about their indictment and sentencing aren’t available at the time of this report.,Hiện chưa có thông tin chi tiết về bản cáo trạng và tuyên án của họ tại thời điểm này.,15
"Shandong reported the most cases 111, followed by Liaoning (85), Heilongjiang (77), and Jilin (54).","Sơn Đông là tỉnh có số học viên bị kết án được báo cáo nhiều nhất (111), tiếp theo là Liêu Ninh (85), Hắc Long Giang (77) và Cát Lâm (54).",15
The police took Ms. Xiao to a hospital for a COVID-19 test and physical examination.,Cảnh sát đã đưa bà Tiêu đến bệnh viện để xét nghiệm COVID-19 và kiểm tra sức khỏe.,15
They went into Mr. Yue’s apartment and found his mother-in-law had died some time ago.,Họ đi vào căn hộ của ông Nhạc và phát hiện mẹ vợ ông đã qua đời một khoảng thời gian không lâu.,15
"Mr. Cheng Qianyue is a farmer in Longhuadian Village, Qinghe Town, Cao County, Shandong Province.","Ông Trình Thiên Dược là một nông dân sống ở thôn Long Hoa Điếm, thị trấn Thanh Hải, huyện Tào, tỉnh Sơn Đông.",15
"He was arrested on April 22, 2021 and sentenced to three years in April 2022.",Anh Hách đã bị bắt vào ngày 22 tháng 4 năm 2021 và bị kết án ba năm vào tháng 4 năm 2022.,15
They waited outside for about one hour when they received a call from captain Niu.,Họ đợi bên ngoài khoảng một giờ thì nhận được cuộc gọi từ đội trưởng Ngưu.,15
His wife was released after five days in detention and paying a 800-yuan bail bond.,Vợ anh được thả sau 5 ngày bị giam giữ và phải đóng tiền bảo lãnh 800 Nhân dân tệ.,15
Officers from the Beita Police Station and the Jinzhou Railroad Police Department raided their homes.,Cảnh sát từ Đồn Cảnh sát Bắc Tháp và Sở Cảnh sát Đường sắt Cẩm Châu đã đột kích vào nhà của họ.,15
"A policewoman then dropped off the boy at his paternal grandparents’ home, which is nearby.","Sau đó, một nữ cảnh sát đã thả cậu bé về nhà ông bà nội ở gần đó.",15
Ms. Sun and Ms. Chi were each sentenced to 1.5 years and fined 4000 yuan.,Bà Tôn và bà Trì mỗi người bị kết án 1 năm tù rưỡi và bị phạt 4.000 nhân dân tệ.,15
"Since the CT scan showed nothing abnormal in her brain, the detention center admitted her.",Vì kết quả chụp CT cho thấy não của bà không có vấn đề gì nên trại tạm giam đã tiếp nhận bà.,15
Mr. Qi told her about Falun Gong and Ms. Chen began practicing in July 1999.,Ông Kỳ nói với bà về Pháp Luân Công và bà Trần cũng bắt đầu tu luyện vào tháng 7 năm 1999.,15
"Officer Liu found out about the class and raided it, confiscating all the school supplies.","Cảnh sát Liễu Thanh phát hiện ra lớp học này và đột kích, tịch thu toàn bộ đồ dùng học tập.",15
"His wife, who was two months pregnant, was slapped in the face by the police.",Vợ anh đang mang thai được hai tháng đã bị cảnh sát tát vào mặt.,15
The list of the 27 deceased practitioners aged 70 and older can be downloadedhere (PDF).,Danh sách 27 học viên đã qua đời có độ tuổi từ 70 tuổi trở lên có thể tải xuốngtại đây (PDF)(tiếng Anh và tiếng Trung).,15
"The police demanded her family pay 2,700 yuan when she was released two months later.",Cảnh sát yêu cầu gia đình bà phải nộp 2.700 Nhân dân tệ khi bà được thả 2 tháng sau đó.,15
Judges Bai Yongfu and Tang Fulai were also present to assist Wang in both hearings.,Thẩm phán Bạch Vĩnh Phúc và Đường Phúc Lai cũng có mặt để hỗ trợ Vương trong cả hai phiên tòa.,15
Mr. Li Peigao retired from Yunnan Construction Installation Company as a senior engineer in 1994.,"Cụ ông Lý Bồi Cao là kỹ sư cao cấp của Công ty Xây Lắp Vân Nam, đã nghỉ hưu vào năm 1994 và sống một mình.",15
"Zhucheng City, Shandong Province: Five Sentenced to Prison for Their Shared Faith in Falun Gong","Thành phố Chư Thành, tỉnh Sơn Đông: Năm người bị kết án bất hợp pháp vì tu luyện Pháp Luân Công",15
This is not the first time that Ms. Gao has been targeted for her faith.,Đây không phải là lần đầu tiên bà Cao bị chính quyền nhắm đến vì đức tin của mình.,15
He said of course because it helped him quit video games and restored his health.,Anh ấy nói đó là điều tất nhiên vì pháp môn này đã giúp anh ấy bỏ trò chơi điện tử và phục hồi sức khỏe.,15
The Changli County Procuratorate and the Anshan Town Police Station refused to accept the applications.,Viện Kiểm sát Huyện Xương Lê và Công an Thị trấn An Sơn đã từ chối chấp nhận đơn của họ.,15
He also had to pay 200 yuan per day to cover his living expenses there.,Ông cũng bị ép phải trả 200 nhân dân tệ mỗi ngày để trang trải chi phí sinh hoạt ở đó.,15
"Beginning the second half of 2022, my menstruation was abnormal for more than six months.","Bắt đầu từ nửa cuối năm 2022, kinh nguyệt của tôi không đều đã hơn sáu tháng.",15
"In April 2023, my menstruation lasted for 20 days and was accompanied by abdominal pain.","Vào tháng 4 năm 2023, kinh nguyệt của tôi kéo dài 20 ngày và kèm theo đau bụng.",15
The prison had her body cremated without the presence of any of her family members.,Nhà tù đã hỏa táng thi thể của bà mà không có sự hiện diện của bất kỳ thành viên nào trong gia đình bà.,15
"The second hearing was held at the Beijing Public Security Hospital on May 12, 2023.","Ngày 12 tháng 5 năm 2023, phiên xét xử thứ 2 được tổ chức ngay tại Bệnh viện Công an Bắc Kinh.",15
The police ransacked their residences and confiscated their Falun Gong related items and some cash.,Cảnh sát đã lục soát nơi ở của họ và tịch thu các vật dụng liên quan đến Pháp Luân Công và một số tiền mặt.,15
Then they would do an MRI to screen for malignancy of the fibroid before operating.,"Sau đó, họ sẽ chụp MRI để sàng lọc khối u ác tính trước khi phẫu thuật.",15
"Zhao next showered him with kicks and punches, before putting him in a metal cage.","Tiếp theo, ông ta đá và đấm ông Trần trước khi nhốt ông vào một chiếc lồng kim loại.",15
I also quit my addiction to video games and turned into a more conscientious worker.,Tôi cũng cai bỏ chứng nghiện chơi điện tử và trở thành một người làm việc tận tâm hơn.,15
Ms. Wang took up Falun Gong in 1998 and soon recovered from her many ailments.,Bà Vương bắt đầu tu luyện Pháp Luân Công vào năm 1998 và ngay sau đó đã khỏi được rất nhiều căn bệnh.,15
Falun Gong teaches people to follow the principles of Truthfulness-Compassion-Forbearance to be a good person.,Pháp Luân Công dạy mọi người chiểu theo Chân-Thiện-Nhẫn để trở thành một người tốt.“,15
She was also taken to the procuratorate and ordered to sign the new bail form.,Bà cũng bị đưa đến viện kiểm sát và bị yêu cầu ký tên vào đơn bảo lãnh mới.,15
"No law in China, however, has ever criminalized Falun Gong or labeled it a cult.","Tuy nhiên, không có luật nào ở Trung Quốc từng hình sự hóa Pháp Luân Công hoặc xem nó là một tà giáo.",15
She was later given an 18-month term in the Xi’an City Women’s Forced Labor Camp.,"Sau đó, bà bị kết án 18 tháng lao động khổ sai ở trong Trại Lao động Cưỡng bức Nữ Thành phố Tây An.",15
"Once Incarcerated for 7.5 Years, Mr. Wang Zexuan from Guizhou Arrested Again for His Faith","Từng bị giam giữ 7,5 năm, ông Uông Trạch Tuyên ở Quý Châu lại bị bắt vì kiên định đức tin",15
Mr. Liu Wei’s Family Devastated to Learn His “4-Year” Prison Sentence is Actually 8 Years,Gia đình ông Lưu Vỹ đau buồn khi biết bản án “4 năm” tù của ông thực tế lại là 8 năm tù,15
"After he retired, he became a director of the Jimo District Land Bureau in Qingdao.","Sau khi nghỉ hưu, ông trở thành Giám đốc Cục Quản lý Đất đai Quận Tức Mặc ở Thanh Đảo.",15
"According to information collected by Minghui.org, Mr. Fan served in the military for 17 years.","Theo thông tin Minh Huệ Net thu thập được, ông Phạm đã phục vụ trong quân đội được 17 năm.",15
"Hebei Woman Sentenced to Four Years for Her Faith by an Out-of-Province Court 1,500 Miles Away",Một người phụ nữ Hà Bắc bị tòa án ở địa phương cách nơi bà cư trú hơn 2.400 km kết án 4 năm tù vì kiên định đức tin,16
No one answered the door even though he thought Mr. Yue’s mother-in-law should have been there.,Không ai ra mở cửa mặc dù người hàng xóng nghĩ lẽ ra mẹ vợ ông Nhạc phải có nhà mới phải.,16
"When he refused to change his stance on the matter, the township Party secretary fired him.","Khi bí thư thôn từ chối thay đổi lập trường, bí thư xã đã cách chức ông ấy.",16
They brought him back to Nanchang and later got him sentenced to seven years in prison.,"Sau khi bị đưa trở lại thành phố Nam Xương, ông đã bị kết án 7 năm tù giam.",16
"Prior to Mr. Zhu’s indictment, his parents sought to have him released unconditionally, to no avail.","Trước bản cáo trạng của anh Chu, cha mẹ anh đã tìm cách để anh được thả ra vô điều kiện, nhưng không có kết quả.",16
"They arrested her in Pan County, Guizhou Province and confiscated 35,200 yuan in cash from her.","Cô bị bắt ở huyện Bàn, tỉnh Quý Châu và tịch thu 35.200 Nhân dân tệ tiền mặt.",16
"Ms. Fu was denied admission, but Ms. Xu was admitted and later transferred to a prison.","Trại tạm giam từ chối tiếp nhận bà Phú vì lý do không đủ sức khoẻ, chỉ có bà Từ bị giữ lại và sau đó họ chuyển bà sang một nhà tù khác.",16
54-Year-Old Shop Owner Dies Days After Being Tried at Home for Her Faith in Falun Gong,Chủ cửa hàng 54 tuổi qua đời sau nhiều ngày bị xét xử tại nhà vì đức tin của bà vào Pháp Luân Công,16
"Dong refused to meet with them, claiming that she had no say in Mr. Zhu’s case.",Đổng từ chối gặp mặt và khẳng định bà ta không có quyền lên tiếng trong vụ án của anh Chu.,16
She credits the practice for helping her find peace and joy in life despite its hardships.,Bà cho rằng pháp môn tu luyện này đã giúp bà tìm thấy sự bình yên và niềm vui trong cuộc sống vốn đầy rẫy khó khăn.,16
Details about the harassment and his arrest were not available at the time of this report.,Thông tin chi tiết về tình trạng sách nhiễu và vụ việc bắt giữ ông Phạm hiện cũng chưa được xác định rõ.,16
“They forced me to watch DVDs slandering Falun Gong from 9 a.m. to midnight every day.,"“Mỗi ngày, họ ép tôi xem các đĩa DVD phỉ báng Pháp Luân Công từ 9 giờ sáng đến nửa đêm.",16
My mother and I both held our hands together and thanked Master Li for saving me!,Mẹ tôi và tôi đều nắm tay nhau và cảm ơn Sư phụ Lý đã cứu tôi!,16
"The first chat group had over 700 users and the second had more than 3,000 users.",Nhóm trò chuyện đầu tiên có hơn 700 người dùng và nhóm thứ hai có hơn 3.000 người dùng.,16
"The sentencing of seventy-four Falun Gong practitioners, for upholding their faith, was reported in July 2023.", Tháng 7 năm 2023 ghi nhận tổng cộng 74 học viênPháp Luân Côngbị kết án vì kiên định đức tin.,16
"The guards also deprived him of sleep, force fed him and administered unknown drugs to him.","Các lính canh còn cấm ông ngủ, bức thực và tiêm cho ông những loại thuốc không rõ nguồn gốc.",16
His condition became critical several times and he was taken to the prison hospital for resuscitation.,Tình trạng của ông Phạm nhiều lần trở nên nguy kịch và ông được đưa đến bệnh viện nhà tù để hồi sức.,16
"In just three weeks, he was completely healthy and also learned to get along with everyone.","Chỉ trong 3 tuần, ông đã hoàn toàn khỏe mạnh và cũng học được cách hòa đồng với mọi người.",16
She was sentenced to two years on August 29 and taken back into custody soon after.,Bà bị kết án 2 năm vào ngày 29 tháng 8 và ngay sau đó bị chuyển vào trại tạm giam.,16
Prosecutor Li Longxing of the Bijie CityProcuratorateindicted Ms. Zhong after receiving her case from the police.,Công tố viên Lý Long Hưng của Viện Kiểm sát Thành phố Tất Tiết đã truy tố cô Chung sau khi tiếp nhận vụ án của cô từ cảnh sát.,16
"He was released in September 2021 but soon arrested again, resulting in his fourth prison term.",Ông được trả tự do vào tháng 9 năm 2021 nhưng nhanh chóng bị bắt lại và kết quả là ông bị kết án tù lần thứ tư.,16
"After the home raid, the police took her to the Bijie City 610 Office for interrogation.","Sau cuộc đột kích vào nhà, cảnh sát đưa cô đến Phòng 610 Thành phố Tất Tiết để thẩm vấn.",16
Mr. Qi was given three years of forced labor in 2000 and brutally tortured in detention.,Ông Kỳ từng bị kết án 3 năm lao động cưỡng bức vào năm 2000 và bị tra tấn dã man trong trại giam.,16
"After Being Incarcerated for More Than Ten Years, Veteran Arrested Again and Detained for His Faith","Sau hơn 10 năm bị giam giữ, một cựu chiến binh lại bị bắt và giam giữ vì đức tin của mình",16
"The family also demanded that Dong withdraw the indictment against Mr. Zhu, but to no avail.","Gia đình anh cũng đề nghị Đổng rút lại bản cáo trạng đối với anh Chu, nhưng vô ích.",16
Ms. Zhu’s mother saw her on TV and was so traumatized that she had a stroke.,"Khi đó mẹ của bà Chu nhìn thấy con mình trên TV và đã bị sốc, chấn động đến mức đột quỵ.",16
"Officer Zhang Weilai (+86-18940090723) was involved in both of Ms. Zhu’s arrests, in 2019 and 2023.","Cảnh sát Trương Duy Lai (+86-18940090723) đã tham gia cả hai vụ bắt giữ bà Chu, vào năm 2019 và 2023.",16
She was able to do household chores again and get along well with her family members.,Bà lại có thể làm việc nhà và hòa thuận cùng người thân.,16
Mr. Luo was also locked in solitary confinement 8 times for a total of 14 months.,Ông La còn bị biệt giam tám lần trong tổng cộng 14 tháng.,16
"Her son had prepared a statement as a family defender, but the judge took it away.",Con trai bà đã chuẩn bị đơn bào chữa với tư cách là thân nhân bào chữa cho bà nhưng thẩm phán đã tịch thu mất.,16
"After 24 years, the persecution of Falun Gong by the Chinese Communist Party (CCP) remains unabated."," Sau 24 năm, cuộc đàn ápPháp Luân Côngcủa Đảng Cộng sản Trung Quốc (ĐCSTQ) vẫn không hề suy giảm.",16
Both Ms. Gao Zhijun and her lawyer demanded her acquittal and are now awaiting a verdict.,Bà Cao Chí Quân và luật sư của bà đã yêu cầu tuyên bà trắng án và hiện đang đợi phán quyết.,16
One officer dragged Mr. Qi along the ground by his handcuffs for more than 200 yards.,Một cảnh sát đã dùng còng tay kéo lê ông Kỳ trên mặt đất hơn 200 mét.,16
"The judge sentenced Ms. Zhang to 4.5 years with a 10,000-yuan fine on November 22, 2022.","Ngày 22 tháng 11 năm 2022, thẩm phán kết án cô Trương 4,5 năm tù giam và phạt 10.000 Nhân dân tệ.",16
"72-Year-Old Man Stands Trial for His Faith, Daughter Deceived into Becoming Prosecution Witness Without Her Knowledge","Người đàn ông 72 tuổi bị xét xử vì đức tin của mình, con gái bị lừa làm nhân chứng truy tố mà không hay biết",16
His three guests and his son were also arrested and taken to the Erdaojiang Police Department.,Ba vị khách của ông và con trai ông cũng bị bắt và đưa đến Công an Nhị Đạo Giang.,16
Xu had a heart attack while being interrogated and was released on bail the next day.,Học viên Từ bị đau tim khi bị thẩm vấn và được tại ngoại vào ngày hôm sau.,16
I always remember that I’m a Falun Gong practitioner and live by its principles of Truthfulness-Compassion-Forbearance.,Tôi luôn tâm niệm rằng tôi là một học viên Pháp Luân Công và sống theo tiêu chuẩn Chân-Thiện-Nhẫn.,16
He also warned the practitioners that the police department must follow procedures in handling the applications.,Ông ta nói với các học viên rằng công an huyện cũng phải phải tuân theo các thủ tục xử lý đơn đăng ký.,16
"During the standoff, his son came but could not go inside because the police were there.","Trong lúc giằng co, con trai ông đến nhưng không thể vào trong vì cảnh sát đã có mặt.",16
"When the persecution of Falun Gong started in 1999, Ms. Zhang was only six years old.","Năm 1999, khi cuộc bức hại Pháp Luân Công bắt đầu, cô Trương mới lên 6 tuổi.",16
Prison officials claimed that he died of illness but didn’t provide any further information to his family.,"Nhà tù tuyên bố ông chết vì bị bệnh, nhưng không cung cấp thêm bất cứ thông tin gì cho gia đình ông.",17
Her lawyer argued that no enacted law in China criminalizes Falun Gong or labels it a cult.,Luật sư của bà lập luận rằng không có luật nào ở Trung Quốc cấm Pháp Luân Công hoặc gán nhãn môn này là tà giáo.,17
"His son, only in his underwear at the time, was not allowed to put on any clothes.",Con trai anh lúc đó chỉ mặc đồ lót và không được phép mặc thêm bất kỳ quần áo nào.,17
The arresting officers from the Youlan Township Police Station took him to the Nanchang County Detention Center.,Cảnh sát phụ trách bắt giữ ông đến từ Đồn Công an thị trấn U Lan đã đưa ông đếnTrại tạm giamquận Nam Xương.,17
"After the persecution began a year later, she was repeatedly harassed and arrested for upholding her faith.","Sau một năm khi cuộc bức hại bắt đầu, bà liên tục bị bắt và tra tấn vì đã không từ bỏ tín ngưỡng của mình.",17
"When she picked up her son from her parents-in-law’s home, the boy was wearing his grandpa’s clothes.","Khi cô ấy đến đón con trai ở nhà bố mẹ chồng, cậu bé vẫn còn đang mặc đồ của ông nội.",17
"Ms. Zhang is still unable to completely extend her arms, make a fist, or extend her fingers.","Bà Trương hiện vẫn chưa thể hoàn toàn duỗi thẳng cổ tay, chưa thể nắm tay hoặc duỗi các ngón tay ra, không thể hoàn toàn dang rộng cánh tay của mình, không nắm đấm hay duỗi thẳng các ngón tay ra được.",17
"On the afternoon of April 18, I went into the operating room to have the IUD removed.","Chiều 18 tháng 4, tôi vào phòng mổ để tháo vòng tránh thai.",17
"I suddenly remembered that I was reciting the auspicious phrases nonstop the day before, and it worked!","Tôi chợt nhớ rằng ngày hôm trước tôi đã niệm chân ngôn Đại Pháp không ngừng nghỉ, và nó đã có tác dụng!",17
The three practitioners are still held at the Shijiazhuang Second Detention Center at the time of writing.,"Tại thời điểm viết bài, ba học viên này vẫn đang bị giam giữ ở trongTrại tạm giamSố 2 Thạch Gia Trang.",17
"In June 2008 (two months before the 2008 Olympic Games), Ms. Liu was arrested again at home.","Tháng 6 năm 2008 (hai tháng trước Thế vận hội Olympic 2008), bà Lưu bị bắt tại nhà.",17
Officers Zhang and Wang then took Ms. Su to the Chang County Hospital for another medical examination.,Cảnh sát Trương và Vương sau đó đưa bà Tô đến Bệnh viện Huyện Thương để kiểm tra y tế lần nữa.,17
"Mr. Hou Shuyuan, Ms. Liu Zaiyun and Ms. Hu Xiumei remain in custody since they were arrested.","Ông Hầu Thụ Nguyên, bà Lưu Tại Vân và bà Hồ Tú Mai vẫn luôn bị giam giữ kể từ khi họ bị bắt.",17
"Practitioners’ righteous actions are often met with retaliation by the authorities, resulting in arrest and prison sentences.","Những hành động chân chính của các học viên thường bị chính quyền trả đũa, dẫn đến bị bắt giữ và bị kết án tù.",17
"Ms. Yang and Ms. Zhu Zonglan stood trial at the Jiulongpo District Court on October 24, 2022.","Ngày 24 tháng 10 năm 2022, cô Dương và cô Chu Tông Lan ra hầu tòa tại Tòa án quận Cửu Long Pha.",17
"After the persecution began two years later, she held firm to her faith and was repeatedly targeted.","Sau khi cuộc bức hại Pháp Luân Công bắt đầu vào năm 1999, bà kiên định với đức tin của mình và liên tục bị chính quyền nhắm đến.",17
Another time Song Hongyan and others poured ice cold water all over me in the deep winter.,"Một lần khác, Tống Hồng Diễm và những người khác dội nước đá lạnh lên khắp người tôi trong mùa đông giá rét.",17
He was later sentenced to one year in prison and served his term at the detention center.,Sau đó ông bị kết án 1 năm tù và thụ án tại trại tạm giam.,17
She was later sentenced to three years and served time in Yangmahe Women’s Prison in Jianyang City.,"Sau đó, bà bị kết án 3 năm và thụ án trong Nhà tù Nữ Dưỡng Mã Hà ở thành phố Giản Dương.",17
"She was arrested in her rental apartment in Changsha at around 1:00 a.m. on October 17, 2022.",Bà bị bắt tại căn hộ thuê của mình ở Trường Sa vào lúc 1 giờ sáng ngày 17 tháng 10 năm 2022.,17
Mr. Qi used to suffer from a myriad of diseases and lived a painful and hopeless life.,Ông Kỳ từng mắc vô số bệnh tật và sống vật lộn với những cơn đau và vô vọng.,17
Ms. Rong worked hard and helped her daughter to have a smooth start with her college study.,Bà Nhung đã làm việc vất vả và giúp con gái có khởi đầu suôn sẻ trên con đường học đại học.,17
Shanghai Woman Given One Year in Prison for Filing Motion to Reconsider Her Second Wrongful Prison Term,Một cư dân Thượng Hải bị kết án 1 năm tù vì nộp đơn yêu cầu xem lại án tù oan sai thứ hai của mình,17
"More than ten days later, the scabs fell off when he took off his clothes at night.","Hơn mười ngày sau, lớp vảy bong ra khi ông thay quần áo vào ban đêm.",17
It is unclear when the rescheduled hearing took place and if the lawyer was allowed to attend.,Hiện chưa rõ phiên xét xử lại được mở vào thời điểm nào và liệu luật sư của bà có được phép tham dự hay không.,17
"Ms. Zhong Yimei, 43, was arrested in June 2020 and taken to the Bijie City Detention Center.",Cô Chung Dĩ Mỹ (43 tuổi) đã bị bắt vào tháng 6 năm 2020 và bị đưa đếnTrại tạm giamThành phố Tất Tiết.,17
"After I took up Falun Gong, I soon recovered from my illnesses and became cheerful and confident.","Sau khi tu luyện Pháp Luân Công, tôi nhanh chóng khỏi bệnh và trở nên vui vẻ và tự tin.",17
"The Liuyang City Court initially scheduled a hearing for April 27, 2023, but postponed it to June.","Tòa án Thành phố Lưu Dương ban đầu dự kiến phiên xét xử vào ngày 27 tháng 4 năm 2023, nhưng đã hoãn lại đến tháng 6.",17
"They next took him to the Anshan Town Police Station, where Zhao continued to torture Mr. Chen.","Tiếp theo, họ đưa ông đến Đồn Công an Thị trấn An Sơn và cảnh sát Triệu tiếp tục tra tấn ông ở nơi này.",17
They questioned the old woman who hired the lawyer and also reported her daughter’s case to Minghui.org.,"Họ thẩm vấn bà, người đã thuê luật sư và gửi thông tin trường hợp của con gái mình cho Minghui.org.",17
She refused to provide any information and condemned the police for violating the law in threatening her.,Bà từ chối cung cấp mọi thông tin và lên án cảnh sát đã vi phạm pháp luật khi đe dọa bà.,17
His loved ones only learned about his imprisonment lately but still don’t know his exact prison sentence.,"Mãi tới gần đây, người thân của ông mới biết tin ông đã bị cầm tù, nhưng vẫn chưa rõ về thời hạn của bản án.",17
"Falun Gong, also known as Falun Dafa, is a mind-body practice based on the principles of Truthfulness-Compassion-Forbearance.","Pháp Luân Công, còn được gọi làPháp Luân Đại Pháp, là một môn tu luyện tinh thần dựa trên nguyên lý Chân-Thiện-Nhẫn.",17
"Upon hearing this, Mr. Li’s daughter appeared very indignant but she was not allowed to say anything.","Nghe vậy, con gái ông Lý tỏ ra phẫn nộ nhưng không được phép nói gì.",17
Mr. Luo Wenbin was arrested not long after he finished his third prison term in September 2021.,Ông La Văn Bân bị bắt không lâu sau khi mãn hạn tù thứ 3 vào tháng 9 năm 2021.,17
Her local social security office cited her two prison terms as the reason for suspending her pension.,Văn phòng bảo hiểm xã hội địa phương lấy hai án tù của bà để làm lý do treo lương hưu của bà.,17
"Mr. Zhu’s mother also called officer Zhao Hui, but he claimed that she dialed the wrong number.","Mẹ của anh Chu cũng đã gọi cho cảnh sát Triệu Huy, nhưng anh ta khẳng định bà đã gọi nhầm số.",17
"It’s also unclear which procuratorate indicted the three women, when that happened, and which court sentenced them.","Bên cạnh đó, cũng không rõ viện kiểm sát nào đã tiến hành truy tố ba người phụ nữ cao tuổi trên, vụ việc xảy ra khi nào và tòa án nào đã kết án họ.",17
"Ms. Gao was released on April 20, 2017, and had her pension suspended beginning in November 2021.",Bà Cao đã được thả vào ngày 20 tháng 4 năm 2017 và lương hưu của bà bị treo kể từ đầu tháng 11 năm 2021.,17
They forced her to sit in aniron chairand deprived her of sleep for extended periods of time.,Họ buộc bà phải ngồi trên một chiếc ghế sắt và không cho bà ngủ trong thời gian dài.,17
"In the summer of 1998, Mr. Qi got a copy ofZhuan Falun, main teachings of Falun Gong.","Mùa hè năm 1998, ông Kỳ nhận được một cuốn sáchChuyển Pháp Luân(gồm cách bài giảng chính của Pháp Luân Công).",17
"Mr. Liu and Ms. Chen were each given one year and two months with a 3,000-yuan fine.",Ông Lưu và bà Trần mỗi người bị phạt một năm hai tháng tù và bị phạt 3.000 nhân dân tệ.,17
Her mother was sentenced to two and a half years in prison following her arrest in 2019.,"Mẹ cô bị kết án 2,5 năm tù sau khi bị bắt vào năm 2019.",17
"As soon as he recovered, he was taken back to the prison, only to be tortured again.","Ngay sau khi hồi phục, ông bị đưa trở lại nhà tù và tiếp tục chịu tra tấn.",17
"The judges and clerks involved in her sentencing included Wang Xiaolan, Wang Yong, Zhou Weina and Deng Shujun.","Các thẩm phán và thư ký liên quan trong bản án của cô bao gồm Vương Tiểu Lam, Vương Dũng, Chu Duy Na và Đặng Thư Quân.",18
They asked me to sign the third page of a document without showing me the rest of it.,Họ yêu cầu tôi ký vào trang thứ ba của một tài liệu mà không cho tôi xem phần còn lại.,18
"Ms. Zhang Yuzhen is from Nanchang City, Jiangxi Province, and moved to Zhuhai City, Guangdong Province in 2010.","Bà Trương Dục Trân quê ở thành phố Nam Xương, tỉnh Giang Tây và chuyển đến thành phố Chu Hải, tỉnh Quảng Đông vào năm 2010.",18
"After returning to the home he shared with Ms. Liu, he begged her not to leave the house.","Sau khi trở về nhà, người con trai cầu xin mẹ mình đừng ra khỏi nhà.",18
They took him to the Shandong Province Second Labor Camp the next day to serve a three-year term.,Ngày hôm sau họ đưa ông đến Trại Lao động Số 2 tỉnh Sơn Đông để thụ án 3 năm.,18
"Tonghua City, Jilin Province: One More Sentenced to Prison After Being Arrested Last Year for Practicing Falun Gong","Thêm một cư dân thành phố Thông Hóa, tỉnh Cát Lâm bị kết án tù chỉ vì tu luyện Pháp Luân Công",18
