Appeal!”,Kháng cáo!“,1
"The Kuiwen District Court sentenced both of them to 3.5 years on June 20, 2022.","Tòa án này đã kết án cả hai học viên, mỗi người 3,5 năm tù vào ngày 20 tháng 6 năm 2022.",15
"He was hospitalized in 2012 and diagnosed with high blood pressure, kidney stones and bronchitis.","Năm 2012, anh cả nhập viện và được chẩn đoán mắc bệnh cao huyết áp, sỏi thận và viêm phế quản.",15
She was given three years of forced labor (2005-2008) and four years in prison (2013-2017).,Bà bị kết án 3 năm lao động cưỡng bức (2005-2008) và 4 năm tù (2013-2017).,15
"He held a hearing in the Maoming City First Detention Center on June 29, 2023.",Ông ta đã tổ chức phiên xét xử tạitrại tạm giamSố 1 Thành phố Mậu Danh vào ngày 29 tháng 6 năm 2023.,15
Mr. Luo was fined 3000 yuan when he was sentenced to two years in prison.,"Ông Minh Hữu không những bị kết án hai năm tù, mà còn bị phạt 3.000 nhân dân tệ.",15
66-Year-Old Sichuan Woman On Hunger Strike After Being Sentenced for Her Faith in Falun Gong,Người phụ nữ Tứ Xuyên 66 tuổi tuyệt thực sau khi bị kết án tù vì đức tin của bà vào Pháp Luân Công,15
The guards in the prison tormented the practitioners and treated them worse than other inmates.,Lính canh nhà tù hành hạ các học viên và đối xử với họ thậm tệ hơn những tù nhân khác.,15
"Moreover, Ms. Xu no longer fought for a pay raise or complained about her workload.","Hơn nữa, bà Từ không đấu tranh đòi tăng lương hay than phiền về khối lượng công việc nữa.",15
"If she lowered her arms a bit, she was whipped with twisted wires and kicked.","Nếu bà hạ cánh tay xuống một chút, thì bà bị đánh bằng dây bện và bị đá vào người.",15
"Fearing retaliation from the collaborators, no inmates dared to greet or talk to the practitioners.","Lo sợ bị cộng tác viên trả đũa, không một tù nhân nào dám chào hỏi hay nói chuyện với các học viên.",15
"They usually do not get a full meal, and the food is very poor quality.",Họ thường không được ăn đủ bữa và chất lượng đồ ăn rất tệ.,15
"A judge at Jintai District Court sentenced her to five years on November 9, 2020.","Ngày 9 tháng 11 năm 2020, một thẩm phán của Tòa án quận Kim Đài đã kết án bà 5 năm tù.",15
At first she served the term outside of prison and was frequently harassed and terrorized.,"Lúc đầu, bà chấp hành án ngoại giam và thường xuyên bị sách nhiễu và uy hiếp.",15
"Ailing Woman Secretly Transferred to Prison to Serve Time for Her Faith, Denied Family Visitation",Người phụ nữ ốm yếu bị bí mật chuyển đến nhà tù để chấp hành bản án oan sai vì kiên định đức tin của mình và bị tước quyền thăm thân,15
His mother worried about him but had no idea how to deal with the situation.,Mẹ cháu rất lo lắng nhưng không biết phải giải quyết tình huống này như thế nào.,15
"By that time, he had become beyond recognition after two weeks of a hunger strike.","Vào thời điểm đó, ông tiều tụy đến mức không thể nhận ra sau 2 tuần tuyệt thực.",15
"The next day they took her to the Nong’an County Detention Center, where she remains.","Hôm sau, bà bị đưa đếnTrại tạm giamhuyện Nông An.",15
"After Judge Tan finished reading the court ruling, Mr. Lin yelled to his daughter, “Appeal!","Sau khi thẩm phán đọc xong phán quyết của tòa, ông Lâm đã hét lên với con gái: “Kháng cáo!",15
"Because of his kindness, he was blessed during a car accident a few months later.","Vì lòng tốt của mình, anh ấy đã được ban phước trong một vụ tai nạn xe hơi vài tháng sau đó.",15
I knew that I had to clarify the facts to him with wisdom and rationality.,Tôi biết rằng tôi phải giảng rõ chân tướng cho anh ấy bằng trí tuệ và lý trí.,15
"Later that day, the Fushun police took Ms. Miao to the Fushun City Detention Center.","Cuối ngày hôm đó, cảnh sát Phủ Thuận đã đưa bà Miêu đến Trại giam thành phố Phủ Thuận.",15
This is not the first time that Ms. Lin has been targeted for her faith.,Đây không phải là lần đầu tiên bà Lâm bị chính quyền nhắm đến vì kiên định đức tin của mình.,15
"Once, an inmate cursed and hit an elderly practitioner, and another practitioner tried to intervene.","Có lần một tù nhân đã chửi bới, đánh một học viên lớn tuổi, và một học viên khác đã cố gắng can thiệp.",15
Ms. Xing Yuqing’s husband is blind in both eyes and relies on her for care.,Chồng của bà Hình Ngọc Thanh đã bị mù cả 2 mắt và mọi sinh hoạt đều phải dựa vào bà.,15
"After the incident, both practitioners and those in other teams were verbally abused for days.","Sau sự việc đó, các học viên và những người khác trong tổ khác đều bị chửi rủa trong nhiều ngày.",15
"Mr. Huang did not budge, instead he tried toclarify the factsabout Falun Gong to them.","Tuy nhiên, ông Hoàng không hợp tác, thay vào đó ông cố gắng giảng chân tướng về Pháp Luân Công cho họ.",15
My husband hired a lawyer to prepare a lawsuit and submitted it to the court.,Chồng tôi đã thuê luật sư chuẩn bị hồ sơ và nộp ra tòa.,15
Her family learned in mid-September that she had been sentenced to 1.5 years in prison.,"Đến giữa tháng 9, gia đình bà được biết bà đã bị kết án 1,5 năm tù.",15
The police were also seen loading their cruisers with items confiscated from Ms. Zhang’s home.,Cảnh sát chuyển những vật phẩm tịch thu từ nhà bà Trương vào xe của họ.,15
Hunan Woman Defamed on TV After Being Denied Access to Her Pension for 24 Years,"Sau khi bị cắt lương hưu trong 24 năm, người phụ nữ Hồ Nam còn bị phỉ báng trên TV",15
"Prior to his latest arrest, the police targeted Mr. Ma for his faith multiple times.","Trước vụ bắt giữ gần nhất này, cảnh sát nhiều lần nhắm đến ông Mã vì sự kiên định đức tin của ông.",15
"Ms. Xu used to suffer from heart disease, neurasthenia, cervical spondylosis, and many other ailments.","Bà Từ từng bị bệnh tim, suy nhược thần kinh, thoái hóa đốt sống cổ và nhiều bệnh khác.",15
The presiding judge held a virtual sentencing hearing on September 17 without informing their families.,"Ngày 17 tháng 9, chủ tọa phiên tòa mở phiên tòa tuyên án trực tuyến mà không thông báo cho người nhà của các học viên.",15
"Mr. Kong Dequan, 61, was given 7 years and 4 months with a 16,000-yuan fine.",Ông Khổng Đức Toàn (61 tuổi) bị kết án 7 năm 4 tháng tù và phạt tiền 16.000 Nhân dân tệ.,15
They next tied her hands behind her back with a rope soaked in hot water.,"Tiếp theo, họ trói tay bà ra sau lưng bằng một sợi dây ngâm trong nước sôi.",15
No one was able to help the person who fell due to the heavy load.,Không ai có thể giúp đỡ người bị ngã do phải vác nặng.,15
Ms. Li was held in the 5th team in the 10th ward in the prison.,Bà Lý bị giam trong tiểu đội 5 thuộc khu 10 của nhà tù.,15
"During her detention, Ms. Yu was forced to sit straight for long hours every day.","Trong thời gian bị giam giữ, bà Vu bị buộc phải ngồi nghiêm hàng giờ liền.",15
"Mr. Li Wenming, also known as Li Mingyi, was an employee of Lanzhou Locomotive Works.","Ông Lý Văn Minh, còn được gọi là Lý Minh Nhất, là nhân viên của Công ty Đầu máy Lan Châu.",15
It is unclear if Ms. Shen was released after the hearing or remained in custody.,Không rõ là bà Thẩm được thả sau phiên tòa hay vẫn đang bị giam giữ.,15
"Crimes of Li Chenglin, Former Chief Prosecutor of Liaoning Provincial Procuratorate, in Persecuting Falun Gong","Tội ác của Lý Thành Lâm, nguyên Viện trưởng Viện kiểm sát tỉnh Liêu Ninh, trong cuộc bức hại Pháp Luân Công",15
"After submitting her case to theprocuratorate, they took her there to sign her case documents.","Sau khi nộp hồ sơ vụ án của bà cho viện kiểm sát, họ đưa bà đến đó để ký vào hồ sơ vụ án.",15
Ms. Sun now worries that she will lose her mother to the persecution as well.,Hiện giờ cô Tôn lo lắng rằng cô cũng sẽ mất mẹ vì cuộc bức hại.,15
The police held her down and cut open her clothes with a pair of scissors.,Cảnh sát đã ghì bà xuống và dùng kéo cắt quần áo của bà.,15
"However, the materials were seized from Ms. Zhu the moment she entered Ms. Lin’s home.","Tuy nhiên, tài liệu của bà Chu bị tịch thu ngay khi bà bước vào nhà bà Lâm.",15
They targeted her after spotting her distributing Falun Gong informational materials from their surveillance cameras.,Họ nhắm vào bà sau khi phát hiện bà phân phát tài liệu thông tin Pháp Luân Công thông qua camera giám sát.,15
"“Once a long-time patient, I was finally able to give back and care for others.","Bản thân là một bệnh nhân lâu năm, cuối cùng tôi đã có thể đền ơn và chăm sóc người khác.",15
I fixed his windows too so they can now open and close without any trouble.,Tôi cũng sửa những cửa sổ bị hỏng và sau đó thầy đã có thể đóng mở cửa dễ dàng.,15
"Shenyang City, Liaoning Province: Five Arrested at a Private Home, One Sentenced to 5 Years","Thành phố Thẩm Dương, tỉnh Liêu Ninh: 5 người bị bắt tại nhà riêng, 1 người trong số họ bị kết án 5 năm tù",15
"Her strange condition disappeared, however, shortly after she took up Falun Gong in June 1997.","Tuy nhiên, căn bệnh kỳ lạ này biến mất không lâu sau khi bà tu luyện Pháp Luân Công vào tháng 6 năm 1997.",15
Liaoning Woman Detained for Her Faith Beaten and Forced to Keep Eating After She’s Full,"Một người phụ nữ Liêu Ninh bị giam cầm vì kiên định đức tin, bị đánh đập và bị cưỡng ép tiếp tục ăn dù đã no",15
The eyewitness (a neighbor) didn’t recognize the boy as a member of Ms. Zhang’s family.,Nhân chứng (một hàng xóm) nhận ra cậu bé này không phải là người nhà của bà Trương.,15
Ms. Liu and Ms. Cai were released on March 18 and put under residential surveillance.,"Bà Lưu và bà Thái được thả vào ngày 18 tháng 3, rồi bị giám sát tại khu dân cư.",15
But she learned to work on her character by following Falun Gong’s principles of Truthfulness-Compassion-Forbearance.,Nhưng bà học cách tu dưỡng tâm tính bản thân bằng cách tuân theo Chân-Thiện-Nhẫn của Pháp Luân Công.,15
The school also dispatched two physical education teachers to look for Ms. Zhang in Beijing.,Nhà trường cũng cử hai giảng viên giáo dục thể chất đi tìm bà Trương ở Bắc Kinh.,15
Mr. Li was destitute when he returned to his apartment affiliated with Lanzhou Locomotive Works.,Ông Lý rơi vào cảnh túng quẫn khi trở về căn hộ của mình thuộc công ty Đầu máy Lan Châu.,15
She was then made to do hard labor for more than ten hours a day.,"Sau đó, bà bị ép lao động khổ sai hơn 10 tiếng mỗi ngày.",15
"Ms. Li, a 64-year-old Dalian City, Liaoning Province, resident, took up Falun Gong in 1996.","Bà Lý (64 tuổi) cư trú ở thành phố Đại Liên, tỉnh Liêu Ninh.",15
She filed an appeal while being held at the Maoming City No. 1 Detention Center.,"Khi ở trongTrại tạm giamSố 1 thành phố Mậu Danh, bà đã nộp đơn kháng cáo.",15
"She was often followed when she went to the nearby supermarket, bank, or hair salon.","Bà thường bị theo dõi khi đi tới siêu thị, ngân hàng hay tiệm làm tóc gần đó.",15
Ms. Liao was taken to the emergency room of the Baiyin City First People’s Hospital.,Bà Liêu được đưa đến phòng cấp cứu của Bệnh viện Nhân dân Số 1 Thành phố Bạch Ngân.,15
"The collaborators often terrorized and yelled at her, “You will never get out of here.",Những người cộng tác thường xuyên khủng bố và mắng mỏ bà: “Bà sẽ không bao giờ ra khỏi đây được.,15
"Both times her blood pressure was high (with readings of 220 and 210 mmHg, respectively).",Cả 2 lần huyết áp của bà đều cao (với chỉ số lần lượt là 220 và 210 mmHg).,15
"If she had to go out, she had to seek permission from the local police.","Nếu phải đi ra ngoài, bà cần xin phép công an địa phương trước.",15
They went to her old residence in 2007 without knowing she had already moved away.,"Năm 2007, họ tìm đến nơi ở trước đây của bà mà không biết bà đã chuyển đi.",15
She suffered brutal torture during her six plus years of incarceration at various detention facilities.,Bà bị tra tấn tàn khốc trong hơn 6 năm bị giam cầm ở trong nhiều cơ sở giam giữ khác nhau.,15
"Because she was still unable to walk, the court decided to do a virtual hearing.","Vì bà vẫn không thể đi lại được, tòa án quyết định tổ chức phiên xét xử trực tuyến.",15
This is not the first time that Ms. Zhang has been targeted for her faith.,Đây không phải lần đầu tiên bà Trương bị chính quyền nhắm mục tiêu vì kiên định đức tin của mình.,15
"Former Engineer Beaten and Injured in Prison, Awaiting Results of His Appeal Against Wrongful Conviction","Cựu kỹ sư bị đánh trọng thương trong tù, đang chờ kết quả kháng cáo chống lại bản án oan",15
"Ms. Xu was seized by the police on February 10, 2023, and secretly sentenced thereafter.","Ngày 10 tháng 2 năm 2023, bà Từ bị cảnh sát bắt giữ và sau đó bị kết án bí mật.",15
Ms. Zhang was taken to the Fangjialan Detention Center after being escorted back to Shenyang.,"Sau khi được hộ tống về Thẩm Dương, bà Trương bị đưa đến trại tạm giam Phương Gia Lan.",15
Li was sentenced to seven and a half years in prison between 2010 and 2017.,Học viên Lý Mạnh Quân đã từng bị kết án bảy năm rưỡi tù từ năm 2010 đến năm 2017.,15
He was taken to the Xiaojun Brainwashing Center from his own company in Huzhen Town.,Ông bị bắt đến Trung tâm tẩy não Tiểu Quân từ công ty riêng của mình ở thị trấn Hồ Trấn.,15
The local authorities did not inform Ms. Qin Shaohua’s family of her trial or sentencing.,Chính quyền địa phương đã không thông báo cho gia đình cô Tần Thiếu Hoa về việc xét xử hay tuyên án đối với cô Tần.,15
This is not the first time that Ms. Sun has been targeted for her faith.,Đây không phải lần đầu tiên bà Tôn bị chính quyền nhắm đến vì kiên định đức tin của mình.,15
Mr. Li was destitute when he returned to his apartment affiliated with Lanzhou Locomotive Works.,Ông Lý sống trong cảnh túng thiếu khi trở về căn hộ của mình thuộc Công ty Đầu máy Lan Châu.,15
Her daughter then saved every possible penny and deposited more money into her commissary account.,"Sau đó, con gái bà phải tiết kiệm từng đồng, và gửi thêm tiền vào tài khoản trả trước của mẹ cô.",15
She was taken to the police station for interrogation and was handcuffed to a chair.,"Bà bị đưa đến đồn công an để thẩm vấn, và bị còng tay vào một cái ghế.",15
"Mr. Li Wenming, also known as Li Mingyi, was an employee of Lanzhou Locomotive Works.","Ông Lý Văn Minh, còn được gọi là Lý Minh Nhất, là nhân viên của Công ty Đầu máy Lan Châu.",15
"Mr. Wang Youbin from Changping District has been under residential surveillance since September 28, 2023.",Ông Vương Hữu Bân ở quận Xương Bình đã bị giám sát tại khu dân cư kể từ ngày 28 tháng 9 năm 2023.,15
"With the tube inserted in her nose, she was taken back to the detention center.","Với ống bức thực được nhét vào mũi, bà bị đưa trở lại trại tạm giam.",15
"The police never told her family that they confiscated 10,000 yuan from Ms. Wang’s home.",Cảnh sát cũng không nói với người nhà về việc họ đã tịch thu 10.000 nhân dân tệ từ nhà bà Vương.,15
Ms. Wang did odd jobs to support their child’s schooling while her husband was imprisoned.,Bà Vương phải đi làm những việc vặt để hỗ trợ việc học của con họ trong khi chồng bà bị cầm tù.,15
"The sentenced practitioners were from 19 provinces, centrally controlled municipalities, and autonomous regions in China.",Các học viên bị kết án đến từ 19 tỉnh/thành phố trực thuộc trung ương và khu tự trị ở Trung Quốc.,15
The next day he was taken to a lockup and held there for 15 days.,"Ngày hôm sau, ông bị đưa đến một trại giam và bị giam ở đó 15 ngày.",15
"Not wanting her neighbors to see what they were up to, the police quickly left.","Bởi không muốn hàng xóm của bà biết về việc bức hại, cảnh sát vội rời đi.",15
Most of the 16 practitioners lived in Liaoyang County and Dengta City of Liaoyang City.,Hầu hết 16 học viên trên đều sống trên địa bàn huyện Liêu Dương và thành phố Đăng Tháp thuộc thành phố Liêu Dương.,15
Woman Facing Indictment for Her Faith Reports Police Chief for Torturing Her During Her Detention,Người phụ nữ đang đối mặt truy tố vì kiên định đức tin đã báo cáo việc bị cảnh sát trưởng tra tấn trong thời gian bị tạm giữ,15
Ms. Wang struggled to breathe with her nose pinched and her mouth filled with porridge.,Bà Vương đã ngạt thở khi bị bịt mũi và đổ cháo vào miệng.,15
"The latest imprisonment of Ms. He, their main caregiver, put them in a dire condition.",Việc bà Hà bị cầm tù lần mới nhất này đã khiến hai cha con rơi vào tình trạng khó khăn vì bà là người chăm sóc chính cho họ.,15
They promised they would not make his life difficult and released him two hours later.,Họ hứa sẽ không gây khó dễ cho cuộc sống của ông và thả ông sau đó hai giờ đồng hồ.,15
She began to follow these principles in her life and soon recovered from her illnesses.,Bà bắt đầu tuân theo những nguyên tắc này trong cuộc sống và sớm khỏi bệnh.,15
"When her husband threw a fit at her again, she was able to remain calm.","Khi chồng bà lại nổi cơn thịnh nộ, bà vẫn có thể giữ bình tĩnh.",15
Ms. Li Xia was arrested when she told people about Falun Gong on the Internet.,Bà Lý Hà bị bắt khi nói với người dân về Pháp Luân Công trên Internet.,15
Can’t you let us live a normal life?” The police relented and didn’t arrest her.,Các anh không thể để chúng tôi sống một cuộc sống bình thường được sao?“ Cảnh sát đã mủi lòng và không bắt giữ cô.,15
"After returning to China, he worked in the Foreign Affairs Office of the municipal government.","Sau khi trở về Trung Quốc, ông làm việc tại Văn phòng Đối ngoại của chính quyền thành phố.",15
"His mother passed away on March 13, 2023 and his father on May 22, 2023.","Mẹ ông qua đời vào ngày 13 tháng 3 năm 2023, còn cha ông qua đời vào ngày 22 tháng 5 năm 2023.",15
The practitioners were held in the Zhujie Brainwashing Center and ordered to renounce Falun Gong.,Hầu hết các học viên đều bị lục soát nhà.,15
Mr. Wang worked as a teacher and also opened a photography studio and a restaurant.,"Ông từng là giáo viên, đồng thời là chủ một cửa hiệu chụp ảnh và một nhà hàng.",15
"One of the lawyers expressed that he’d file a complaint against Tan, Ke, and Pan.",Một trong những luật sư bày tỏ rằng ông sẽ nộp đơn khiếu nại thẩm phán và các trợ lý.,15
"He went, only to be arrested by the police officers who were waiting for him.",Anh đến nơi thì bị các cảnh sát đợi sẵn bắt giữ.,15
Mr. Lin’s two lawyers were unable to attend the sentencing hearing because of schedule conflicts.,Hai luật sư của ông Lâm đã không thể tham dự phiên tuyên án vì mâu thuẫn về lịch trình.,15
76-Year-Old Yunnan Woman Placed Under House Arrest for Telling a Man “Falun Dafa Is Good”,Vân Nam: Người phụ nữ 76 tuổi bị quản thúc tại gia vì nói “Pháp Luân Đại Pháp hảo” với một người đàn ông,15
"Drug Addict’s Life Turned Around Through Practicing Falun Gong, Now Jailed for Upholding His Faith","Một người nghiện ma túy đã thay đổi nhân sinh nhờ tu luyện Pháp Luân Công, nhưng hiện ông lại bị bỏ tù phi pháp chỉ vì đức tin của mình",15
Beijing Man Serving Third Prison Term for His Faith Hospitalized for One Year and Counting,Một cư dân Bắc Kinh đang thụ án tù lần 3 vì đức tin của mình đã phải nhập viện một năm qua,15
It’s not clear whether he was visiting a friend or distributing Falun Gong materials there.,Không rõ liệu lúc bị bắt có phải anh đang tới gặp một người bạn hay phân phát tài liệu Pháp Luân Công ở đó.,15
After they were interrogated all night the couple was taken to the Huichun Detention Center.,"Sau khi bị thẩm vấn suốt đêm, họ bị chuyển đến trại tạm giam Hồn Xuân.",15
"Health Recovered by Practicing Falun Gong, 61-Year-Old Woman Sentenced to 4.5 Years for Her Faith","Sức khỏe được phục hồi nhờ tu luyện Pháp Luân Công, một người phụ nữ 61 tuổi bị kết án 4.5 năm tù vì tín ngưỡng của mình",15
"The judge later sentenced him to a 5-year term with a fine of 30,000 yuan.",Thẩm phán sau đó đã kết án ông 5 năm tù và phạt tiền 30.000 nhân dân tệ.,15
"Ms. Wu was arrested on May 23, 2006 for talking to people about Falun Gong.","Ngày 23 tháng 5 năm 2006, bà Ngô bị bắt vì nói với người dân về Pháp Luân Công.",15
"The doctor couldn’t find any major problems with his health, but he always felt uncomfortable.",Bác sĩ không thể tìm ra vấn đề gì nghiêm trọng với sức khỏe của ông nhưng ông ta luôn cảm thấy khó chịu.,15
"After they began practicing Falun Gong, they strove to live by its principles of Truthfulness-Compassion-Forbearance.","Sau khi bắt đầu tu luyện Pháp Luân Công, họ cố gắng thực hành theo tiêu chuẩn Chân-Thiện-Nhẫn.",15
The Mishan City Procuratorate approved Mr. Yang’s arrest on March 17 and later indicted him.,"Ngày 17 tháng 3, Viện Kiểm sát thành phố Mật Sơn đã phê chuẩn vụ bắt giữ ông Dương và sau đó truy tố ông.",15
76-Year-Old Yunnan Woman Placed Under House Arrest for Telling a Man “Falun Dafa Is Good”,Vân Nam: Người phụ nữ 76 tuổi bị quản thúc tại gia vì nói “Pháp Luân Đại Pháp hảo” với một người đàn ông,15
"After Ms. Song was released in March 2023, her entire body was in constant pain.",Cô Ngô đến địa phương khác để tìm việc làm và bị bắt vào ngày 21 tháng 9 năm 2021.,15
"After being tortured in the prison, many practitioners became pale and limp when they walk.","Sau khi bị tra tấn trong tù, nhiều học viên trở nên xanh xao và đi lại khập khiễng.",15
The guards there forced her to do hard labor without pay for long hours each day.,"Hàng ngày, lính canh bắt bà lao động khổ sai trong nhiều tiếng đồng hồ mà không trả công.",16
"After he was detained for an additional 12 days, he was released on July 27, 2022.","Sau khi bị giam thêm 12 ngày, ông được thả vào ngày 27 tháng 7 năm 2022.",16
Her simple act landed her in police custody on many occasions during the past 24 years.,Những hành động đơn giản ấy khiến bà bị cảnh sát bắt giam nhiều lần trong 24 năm qua.,16
He was held there for seven days before he was transferred to the Weifang City Lockup.,Ông bị giam ở đó 7 ngày trước khi bị chuyển đếnTrại tạm giamthành phố Duy Phường.,16
"Judge Jia Xiaoqiu heard Ms. Pan’s case at the Dehui City Court on July 13, 2023.",Thẩm phán Cổ Hiểu Thu đã xét xử vụ án của bà Phan tại Tòa án thành phố Đức Huệ ngày 13 tháng 7 năm 2023.,16
He was kept at the Honggu District Detention Center and then transferred to Xiguoyuan Detention Center.,"Ông bị giam giữ tại trại giam quận Hồng Cổ, sau đó bị chuyển đến trại giam Tây Quả Viên.",16
"They kept her handcuffed during the entire trip back to Shenyang, about 600 miles from Jinan.",Họ không tháo còng tay cho bà trong suốt chuyến đi đến Thẩm Dương (cách Tế Nam khoảng 970 km).,16
"Since then, Mr. Wang began practicing Falun Gong and worked hard to be a good person.","Kể từ đó, ông Vương bắt đầu tu luyện Pháp Luân Công và nỗ lực chăm chỉ để trở thành một người tốt.",16
We were all so happy to hear the news and thanked Master for his saving grace!,Tất cả chúng tôi đều vui mừng khi nghe tin này và cảm tạ Sư phụ đã từ bi cứu độ!,16
The guards beat and forced Ms. Zhang to stand or squat for long periods of time.,Lính canh còn đánh đập và ép buộc bà Trương phải đứng hoặc ngồi xổm trong khoảng thời gian dài.,16
Cao called in two more officers and turned Mr. Wang’s home upside down (see images below).,Tào gọi thêm 2 cảnh sát nữa đến và lục tung nhà của ông Vương (xem ảnh dưới).,16
The inmates took turns attacking her verbally and forcing her to watch videos slandering Falun Gong.,"Ở đó cô Ngô bị đưa vào tổ 17 và bà Tống bị đưa vào tổ 11, nơi chuyên để bức hại các học viên Pháp Luân Công.",16
Instead I would have been just like him waiting for someone to take care of me.”,"Nếu không tu luyện Đại Pháp thì có lẽ tôi cũng sẽ giống như ông ấy bây giờ, phải chờ người khác tới chăm sóc cho mình.”",16
"She was given one year of house arrest weeks later, before being indicted for her faith.",Vài tuần sau bà bị quản thúc tại gia 1 năm.,16
She soon became healthy and also came to understand that there is a reason behind everything.,Bà nhanh chóng trở nên khỏe mạnh và cũng hiểu rằng mọi việc đều có căn nguyên.,16
They attempted to carry her away but then relented due to the severity of her condition.,"Họ cố gắng đưa bà đi, nhưng sau đó phải nhượng bộ khi thấy bệnh tình nghiêm trọng của bà.",16
They harassed her and asked her not to go out during the FISU World University Games.,Họ đã sách nhiễu và yêu cầu bà không được ra ngoài đường trong thời gian diễn ra Đại hội Thể thao Sinh viên Thế giới FISU.,16
"She went to a large hospital, where the surgeon arranged for her to have a hysterectomy.","Cháu đến bệnh viện lớn, bác sĩ phẫu thuật ở đó đã sắp xếp cho cháu làm phẫu thuật cắt bỏ tử cung.",16
Bitter Winter: NGOs Publish Joint Statement Calling for UN Action Against Forced Organ Harvesting in China,Tạp chí Bitter Winter: Các tổ chức phi chính phủ công bố tuyên bố chung kêu gọi Liên Hợp Quốc hành động trước nạn cưỡng bức thu hoạch nội tạng ở Trung Quốc,16
“I wouldn’t have been able to help my former teacher had I not practiced Falun Gong.,Tôi sẽ không thể giúp đỡ thầy giáo cũ của mình nếu tôi không tu luyện Pháp Luân Công.,16
“He couldn’t believe I was able to do what I did all by myself so easily.,Thầy giáo tôi không thể tin rằng tôi có thể tự mình làm hết những việc đó một cách dễ dàng đến vậy.,16
"The police next went to Dajiagou Town in Dehui City, where Ms. Song owns a home.","Sau đó, cảnh sát đã tới thị trấn Ngũ Gia Tử ở thành phố Đức Huệ, nơi bà Tống có một căn nhà tại đây.",16
"He also actively arrested and harassed the practitioners, leading to the sentencing of many of them.","Ông ta cũng tích cực bắt giữ và sách nhiễu các học viên, dẫn đến việc nhiều người trong số họ bị kết án.",16
"He credits the practice for helping him quit many bad habits, including smoking, drinking and gambling.","Ông tin rằng pháp môn tu luyện này đã giúp ông từ bỏ nhiều thói quen xấu, bao gồm hút thuốc, uống rượu và cờ bạc.",16
The Chengxi Police Station in Fumeng County arrested her but soon released her on one-year bail.,"Đồn Công an Thành Tây ở huyện Phụ Mông đã bắt giữ bà, nhưng nhanh chóng để bà được bảo lãnh tại ngoại với thời hạn 1 năm.",16
It turned out they were both community workers and had reported Ms. Wang to the police.,Hóa ra cả hai đều là nhân viên cộng đồng và họ đã báo cáo bà Vương với cảnh sát.,16
Judge Zhang Yi sentenced Ms. Zhang to three years and two months in late March 2015.,Thẩm phán Trương Nghĩa kết án bà Trương 3 năm 2 tháng tù vào cuối tháng 3 năm 2015.,16
"Once the goods arrive at the prison area, each prison cell receives 50 or 60 bags.","Khi hàng về đến khu vực nhà tù, mỗi phòng sẽ nhận được 50 hoặc 60 bao.",16
"Ms. Wang Shulan was arrested on May 18, 2023 and released on bail on June 5.",Bà Vương Thục Lan bị bắt vào ngày 18 tháng 5 năm 2023 và được tại ngoại vào ngày 5 tháng 6.,16
"As the work quota kept increasing, more people found it hard to complete their assigned tasks.","Khi hạn mức công việc tăng lên, ngày càng có nhiều tù nhân cảm thấy khó hoàn thành công việc được giao.",16
"At around 8 p.m., Mr. Xie was taken to the Economic Development Zone Case Handling Center.","Khoảng 8 giờ tối, ông Tạ bị đưa đến Trung tâm Xử lý Vụ án Khu Phát triển Kinh tế.",16
Her husband was amazed by Falun Gong’s life-transforming power and supported her practice over the years.,Chồng bà rất ngạc nhiên trước khả năng cải biến cuộc sống của Pháp Luân Công và ủng hộ việc tập luyện của bà trong nhiều năm.,16
(16) Ms. Jin Ying from Dengta City was arrested in June 2023 while working in Beijing.,(16) Cô Kim Ánh ở thành phố Đăng Tháp bị bắt vào tháng 6 năm 2023 khi đang làm việc ở Bắc Kinh.,16
"A few months after she was imprisoned, she was diagnosed with tuberculous and isolated from others.","Vài tháng sau khi bị cầm tù, bà được chẩn đoán mắc bệnh lao, và bị cách ly với những tù nhân khác.",16
Mr. Zhou’s brothers refused to give their parents any money even when their financial situation improved.,"Tuy vậy, các anh trai của ông Chu không gửi tiền cho cha mẹ, ngay cả khi tình hình tài chính của họ được cải thiện.",16
She also took fame and personal interests lightly and became a more considerate and calmer person.,"Bà cũng xem nhẹ danh vọng và lợi ích cá nhân, trở thành một người chu đáo và điềm đạm hơn.",16
"He will be tried in the Daowai District Court at 10 a.m. on September 22, 2023.",Tòa án Quận Đạo Ngoại dự kiến xét xử ông vào lúc 10 giờ sáng ngày 22 tháng 9 năm 2023.,16
Once the guards asked if she still wanted to practice Falun Gong and she said yes.,"Có lần, lính canh hỏi bà còn muốn thực hành Pháp Luân Công nữa không và bà nói có.",16
"Three people, including officer Huang Li, went to Ms. Huang Yuanqiao’s home on September 7, 2023.","Ngày 7 tháng 9 năm 2023, 3 người (trong đó có cảnh sát Hoàng Lỵ) đã kéo đến nhà bà Hoàng Viễn Kiều.",16
"After the trip, the brother who went on the vacation started offering his parents financial support.","Sau chuyến đi, người anh trai ấy của ông bắt đầu hỗ trợ tài chính cho cha mẹ mình.",16
"In 1997, he was admitted to a trade school and his sister to a four-year college.","Năm 1997, ông được nhận vào một trường đào tạo nghề, còn chị gái ông theo học chương trình đại học 4 năm.",16
"But as she learned to live by Falun Gong’s principles of Truthfulness-Compassion-Forbearance, she changed her mind.","Nhưng sau khi học cách sống chiểu theo tiêu chuẩn Chân-Thiện-Nhẫn của Pháp Luân Công, bà đã thay đổi suy nghĩ của mình.",16
